Row ID+O6G3A1:R6,Order ID/Invoice no.,Order Date,Membership Plan,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sales,months,Profit,Membership cancelled
8154,CA-2020-140151,3/23/2020,First Class,RB-19360,Raymond Buch,Consumer,Seattle,Washington,West,TEC-CO-10004722,Technology,3445.96,,6719.9808,
8153,CA-2020-140151,3/23/2020,First Class,RB-19360,Raymond Buch,Consumer,Seattle,Washington,West,OFF-PA-10002986,Office Supplies,126.04,,9.6192,
3105,US-2020-140074,3/23/2020,Standard Class,EC-14050,Erin Creighton,Consumer,New York City,New York,East,OFF-PA-10002741,Office Supplies,134.68,,11.556,
8152,CA-2020-140151,3/23/2020,First Class,RB-19360,Raymond Buch,Consumer,Seattle,Washington,West,OFF-ST-10001558,Office Supplies,139.48,,4.872,
5645,CA-2020-120719,3/23/2020,First Class,SJ-20125,Sanjit Jacobs,Home Office,Seattle,Washington,West,OFF-BI-10002103,Office Supplies,145.76,,11.297,
2104,CA-2020-167101,3/24/2020,Second Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,OFF-PA-10000357,Office Supplies,234.92,,106.5216,
7800,CA-2020-166184,3/24/2020,First Class,HR-14830,Harold Ryan,Corporate,New York City,New York,East,FUR-CH-10003396,Furniture,235.846,,2.3094,
8972,CA-2020-122308,3/24/2020,Standard Class,MV-17485,Mark Van Huff,Consumer,New York City,New York,East,FUR-CH-10000665,Furniture,305.764,,60.392,
7799,CA-2020-166184,3/24/2020,First Class,HR-14830,Harold Ryan,Corporate,New York City,New York,East,TEC-PH-10002624,Technology,479.99,,136.2971,
9530,CA-2020-101637,3/24/2020,Same Day,AC-10615,Ann Chong,Corporate,Beaumont,Texas,Central,OFF-ST-10002352,Office Supplies,113.768,,0.9576,
2105,CA-2020-167101,3/24/2020,Second Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,TEC-AC-10001266,Technology,106,,11.7,
7798,CA-2020-166184,3/24/2020,First Class,HR-14830,Harold Ryan,Corporate,New York City,New York,East,OFF-EN-10004483,Office Supplies,152.01,,22.0947,
2941,CA-2020-155880,3/25/2020,Standard Class,JD-16150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10000422,Furniture,140.99,,14.5584,
2385,US-2020-117534,3/25/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,OFF-BI-10002026,Office Supplies,205.92,,62.748,
2383,US-2020-117534,3/25/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,OFF-AP-10002403,Office Supplies,223.04,,45.7704,
2386,US-2020-117534,3/25/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,TEC-PH-10000141,Technology,234.168,,15.8376,
2943,CA-2020-155880,3/25/2020,Standard Class,JD-16150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10002880,Furniture,406.97,,40.5867,
1877,CA-2020-112039,3/25/2020,Standard Class,JC-15775,John Castell,Consumer,San Antonio,Texas,Central,TEC-PH-10000984,Technology,511.376,,47.0376,
2387,US-2020-117534,3/25/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,TEC-CO-10000971,Technology,527.984,,59.998,
2942,CA-2020-155880,3/25/2020,Standard Class,JD-16150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10004675,Furniture,1568.56,,427.4368,
3391,CA-2020-101077,3/25/2020,Second Class,DB-13660,Duane Benoit,Consumer,Dallas,Texas,Central,OFF-PA-10004239,Office Supplies,89.848,,2.14,
5608,CA-2020-105193,3/25/2020,Standard Class,JL-15835,John Lee,Consumer,New York City,New York,East,OFF-AR-10001547,Office Supplies,123.05,,2.9835,
4932,CA-2020-143651,3/25/2020,Standard Class,FM-14215,Filia McAdams,Corporate,Seattle,Washington,West,OFF-AR-10001446,Office Supplies,102.1,,6.93,
2384,US-2020-117534,3/25/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,OFF-AR-10003087,Office Supplies,117.02,,4.4856,
5638,CA-2020-113208,3/26/2020,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Dearborn,Michigan,Central,FUR-FU-10004245,Furniture,105.84,,23.1192,
7176,US-2020-141677,3/26/2020,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,OFF-AP-10001205,Office Supplies,114.168,,-226.6368,
7175,US-2020-141677,3/26/2020,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,OFF-PA-10002581,Office Supplies,116.352,,23.235,
1862,US-2020-121251,3/26/2020,First Class,GM-14440,Gary McGarr,Consumer,New York City,New York,East,TEC-PH-10004896,Technology,167.96,,33.5888,
7173,US-2020-141677,3/26/2020,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,TEC-AC-10000158,Technology,168.96,,1.7995,
1861,US-2020-121251,3/26/2020,First Class,GM-14440,Gary McGarr,Consumer,New York City,New York,East,FUR-BO-10001918,Furniture,280.568,,-28.9764,
7174,US-2020-141677,3/26/2020,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,TEC-CO-10002313,Technology,2412.96,,569.9905,
4239,CA-2020-147144,3/26/2020,First Class,MZ-17335,Maria Zettner,Home Office,Seattle,Washington,West,OFF-AR-10004587,Office Supplies,103.83,,5.949,
6131,CA-2020-162033,3/26/2020,Standard Class,EM-14200,Evan Minnotte,Home Office,Virginia Beach,Virginia,South,OFF-FA-10003021,Office Supplies,106.76,,1.316,
6130,CA-2020-162033,3/26/2020,Standard Class,EM-14200,Evan Minnotte,Home Office,Virginia Beach,Virginia,South,TEC-AC-10003116,Technology,120.25,,20.7675,
7177,US-2020-141677,3/26/2020,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,OFF-ST-10000344,Office Supplies,133.232,,2.4174,
8487,CA-2020-124716,3/27/2020,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,West,OFF-PA-10001144,Office Supplies,121.96,,53.2608,
9758,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,TEC-PH-10004006,Technology,227.1,,55.647,
9791,CA-2020-144491,3/27/2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-CH-10001714,Furniture,233.246,,-66.3916,
9757,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,FUR-TA-10002533,Furniture,332.1,,58.42,
9756,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,OFF-ST-10001128,Office Supplies,362.94,,9.9882,
9789,CA-2020-144491,3/27/2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-CH-10004063,Furniture,634.558,,-8.5794,
9788,CA-2020-144491,3/27/2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-BO-10001811,Furniture,1058.332,,-30.098,
4676,CA-2020-139416,3/27/2020,Second Class,AG-10270,Alejandro Grove,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003832,Furniture,117.008,,1.5008,
9754,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,OFF-LA-10000476,Office Supplies,117.26,,3.7996,
9759,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,OFF-PA-10002615,Office Supplies,121.64,,8.1144,
8488,CA-2020-124716,3/27/2020,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,West,OFF-PA-10000859,Office Supplies,111.94,,5.97,
9755,CA-2020-113705,3/27/2020,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,OFF-BI-10001679,Office Supplies,146.76,,8.88,
9790,CA-2020-144491,3/27/2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,TEC-AC-10004901,Technology,139.992,,6.9986,
8486,CA-2020-124716,3/27/2020,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,West,OFF-PA-10000740,Office Supplies,130.68,,21.0128,
1880,US-2020-166611,3/28/2020,Standard Class,CK-12760,Cyma Kinney,Corporate,Jacksonville,Florida,South,OFF-BI-10001191,Office Supplies,105.742,,-48.1194,
5742,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,TEC-MA-10004679,Technology,555.72,,53.272,
5745,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,OFF-ST-10002743,Office Supplies,830.48,,7.9548,
5740,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,OFF-PA-10000232,Office Supplies,90.96,,6.3504,
5746,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,FUR-FU-10003829,Furniture,127.56,,6.8992,
5743,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,OFF-PA-10003651,Office Supplies,139.72,,12.8256,
5741,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,FUR-FU-10001095,Furniture,153.48,,10.0624,
5744,US-2020-147886,3/28/2020,First Class,DH-13075,Dave Hallsten,Corporate,Fairfield,California,West,OFF-PA-10000743,Office Supplies,150.04,,9.6192,
5720,CA-2020-126550,3/29/2020,Second Class,RD-19720,Roger Demir,Consumer,Lafayette,Indiana,Central,OFF-ST-10001031,Office Supplies,163.4,,21.164,
8665,CA-2020-126634,3/30/2020,Second Class,AB-10165,Alan Barnes,Consumer,Lakewood,California,West,FUR-FU-10004973,Furniture,121.2,,39.564,
7504,US-2020-120147,3/30/2020,Same Day,TB-21400,Tom Boeckenhauer,Consumer,Los Angeles,California,West,TEC-PH-10002447,Technology,188.792,,18.5391,
4543,CA-2020-113474,3/30/2020,First Class,TM-21490,Tony Molinari,Consumer,Oklahoma City,Oklahoma,Central,OFF-EN-10004206,Office Supplies,370.86,,149.8956,
7503,US-2020-120147,3/30/2020,Same Day,TB-21400,Tom Boeckenhauer,Consumer,Los Angeles,California,West,OFF-AR-10000817,Office Supplies,70.08,,2.0672,
4689,US-2020-154851,3/30/2020,Standard Class,BP-11155,Becky Pak,Consumer,Lancaster,Pennsylvania,East,OFF-BI-10001525,Office Supplies,115.715,,-4.7625,
5873,CA-2020-129910,3/30/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,South,OFF-ST-10003282,Office Supplies,154.76,,16.7328,
3089,US-2020-159205,3/31/2020,Second Class,DB-12910,Daniel Byrd,Home Office,Henderson,Kentucky,South,FUR-FU-10001591,Furniture,103,,25.62,
2150,CA-2020-102771,3/31/2020,Standard Class,DO-13435,Denny Ordway,Consumer,New York City,New York,East,TEC-PH-10001536,Technology,124.95,,22.087,
469,CA-2020-154907,3/31/2020,Standard Class,DS-13180,David Smith,Corporate,Amarillo,Texas,Central,FUR-BO-10002824,Furniture,242.3328,,-36.2352,
3090,US-2020-159205,3/31/2020,Second Class,DB-12910,Daniel Byrd,Home Office,Henderson,Kentucky,South,TEC-PH-10000526,Technology,706.93,,188.1404,
1339,CA-2020-100524,3/31/2020,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,East,TEC-PH-10002549,Technology,720.58,,176.1708,
5563,CA-2020-133263,3/31/2020,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,South,TEC-CO-10001449,Technology,3013.95,,1439.976,
3243,CA-2020-114524,3/31/2020,Second Class,EG-13900,Emily Grady,Consumer,Chicago,Illinois,Central,OFF-BI-10002799,Office Supplies,95.468,,-22.8956,
7536,US-2020-160143,3/31/2020,Standard Class,HG-14965,Henry Goldwyn,Corporate,Los Angeles,California,West,OFF-SU-10004231,Office Supplies,104.7,,8.019,
5562,CA-2020-133263,3/31/2020,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,South,OFF-BI-10001153,Office Supplies,118.54,,17.27,
1338,CA-2020-100524,3/31/2020,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,East,FUR-FU-10004018,Furniture,160.78,,8.0406,
6562,CA-2020-144680,3/31/2020,First Class,SC-20260,Scott Cohen,Corporate,Arlington,Texas,Central,OFF-AP-10003040,Office Supplies,161.62,,-90.774,
5564,CA-2020-133263,3/31/2020,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,South,OFF-BI-10000474,Office Supplies,156.12,,30.7776,
1340,CA-2020-100524,3/31/2020,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,East,OFF-PA-10004911,Office Supplies,182.04,,36.0192,
2402,CA-2020-145877,1/4/2020,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,111.2,,23.55,
6008,CA-2020-129028,1/4/2020,First Class,GB-14530,George Bell,Corporate,Florence,South Carolina,South,FUR-FU-10004006,Furniture,158.95,,21.7515,
2618,CA-2020-147942,1/4/2020,Standard Class,MS-17365,Maribeth Schnelling,Consumer,San Francisco,California,West,OFF-BI-10001294,Office Supplies,166.68,,38.025,
5491,CA-2020-134495,1/4/2020,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,South,FUR-CH-10003774,Furniture,234.352,,-19.1058,
4218,CA-2020-149881,1/4/2020,First Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,FUR-BO-10003894,Furniture,527.664,,85.176,
4219,CA-2020-149881,1/4/2020,First Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,TEC-MA-10000418,Technology,4823.984,,359.9988,
5489,CA-2020-134495,1/4/2020,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,South,OFF-LA-10000262,Office Supplies,116.264,,2.0358,
5488,CA-2020-134495,1/4/2020,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,South,TEC-PH-10004897,Technology,111.976,,-5.6943,
2617,CA-2020-147942,1/4/2020,Standard Class,MS-17365,Maribeth Schnelling,Consumer,San Francisco,California,West,OFF-LA-10003663,Office Supplies,105.78,,2.7166,
4329,CA-2020-118360,1/4/2020,Standard Class,JC-15775,John Castell,Consumer,New York City,New York,East,OFF-PA-10000791,Office Supplies,117.93,,19.3185,
2403,CA-2020-145877,1/4/2020,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,118.4,,13.348,
5490,CA-2020-134495,1/4/2020,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,South,OFF-AP-10002222,Office Supplies,148.808,,1.8207,
3050,CA-2020-121419,2/4/2020,First Class,TC-21475,Tony Chapman,Home Office,Columbus,Georgia,South,TEC-AC-10000892,Technology,404,,129.6,
3049,CA-2020-121419,2/4/2020,First Class,TC-21475,Tony Chapman,Home Office,Columbus,Georgia,South,FUR-TA-10004534,Furniture,439.8,,70.006,
9670,CA-2020-145275,2/4/2020,Standard Class,AH-10465,Amy Hunt,Consumer,Decatur,Alabama,South,OFF-LA-10001569,Office Supplies,90.94,,6.8724,
5642,CA-2020-106355,2/4/2020,First Class,AT-10435,Alyssa Tate,Home Office,Meriden,Connecticut,East,OFF-AR-10000246,Office Supplies,108.12,,2.8912,
1337,US-2020-123281,2/4/2020,Standard Class,JF-15190,Jamie Frazer,Consumer,Los Angeles,California,West,FUR-FU-10003724,Furniture,147.11,,6.5286,
3725,CA-2020-127264,3/4/2020,First Class,SA-20830,Sue Ann Reed,Consumer,Chicago,Illinois,Central,OFF-AR-10003045,Office Supplies,80.056,,2.205,
953,CA-2020-131156,3/4/2020,Standard Class,KH-16360,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,112.472,,7.6416,
6368,CA-2020-144848,4/4/2020,First Class,DS-13030,Darrin Sayre,Home Office,New York City,New York,East,TEC-PH-10002262,Technology,145.02,,33.3256,
6367,CA-2020-144848,4/4/2020,First Class,DS-13030,Darrin Sayre,Home Office,New York City,New York,East,OFF-SU-10000646,Office Supplies,254.37,,7.2111,
6190,CA-2020-157903,4/4/2020,Standard Class,AM-10705,Anne McFarland,Consumer,Des Plaines,Illinois,Central,TEC-PH-10004345,Technology,400.84,,47.98,
6922,CA-2020-109211,4/4/2020,Standard Class,PS-19045,Penelope Sewall,Home Office,New York City,New York,East,OFF-EN-10001532,Office Supplies,123.98,,8.49,
9691,CA-2020-140536,4/4/2020,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,OFF-AR-10001545,Office Supplies,105.04,,2.0416,
6366,CA-2020-144848,4/4/2020,First Class,DS-13030,Darrin Sayre,Home Office,New York City,New York,East,TEC-PH-10004006,Technology,133.22,,11.1294,
8416,CA-2020-107265,6/4/2020,Standard Class,ML-17755,Max Ludwig,Home Office,Marion,Iowa,Central,OFF-PA-10000474,Office Supplies,147.32,,49.9704,
8738,CA-2020-161592,6/4/2020,Standard Class,CS-12175,Charles Sheldon,Corporate,Chattanooga,Tennessee,South,OFF-BI-10003669,Office Supplies,114.1,,-5.94,
9444,CA-2020-165904,7/4/2020,Standard Class,HR-14770,Hallie Redmond,Home Office,Jacksonville,Florida,South,TEC-PH-10000576,Technology,247.184,,19.1786,
232,US-2020-100930,7/4/2020,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-TA-10001705,Furniture,255.86,,-102.048,
235,US-2020-100930,7/4/2020,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-FU-10004017,Furniture,275.072,,0,
233,US-2020-100930,7/4/2020,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-TA-10003473,Furniture,648.6145,,-248.2458,
236,US-2020-100930,7/4/2020,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,TEC-AC-10003832,Technology,654.976,,-7.7247,
234,US-2020-100930,7/4/2020,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,106.328,,-3.552,
9443,CA-2020-165904,7/4/2020,Standard Class,HR-14770,Hallie Redmond,Home Office,Jacksonville,Florida,South,OFF-AR-10003156,Office Supplies,90.256,,1.2192,
4652,CA-2020-150987,8/4/2020,Standard Class,AH-10120,Adrian Hane,Home Office,San Francisco,California,West,OFF-PA-10002923,Office Supplies,235.76,,97.88,
4651,CA-2020-150987,8/4/2020,Standard Class,AH-10120,Adrian Hane,Home Office,San Francisco,California,West,OFF-PA-10001878,Office Supplies,284.55,,114.9385,
5371,US-2020-136721,8/4/2020,Standard Class,NH-18610,Nicole Hansen,Corporate,Oak Park,Michigan,Central,FUR-FU-10004665,Furniture,308.96,,71.2296,
5372,US-2020-136721,8/4/2020,Standard Class,NH-18610,Nicole Hansen,Corporate,Oak Park,Michigan,Central,FUR-FU-10004188,Furniture,343.9,,79.794,
3987,CA-2020-112333,8/4/2020,Standard Class,KF-16285,Karen Ferguson,Home Office,Plainfield,New Jersey,East,OFF-ST-10001780,Office Supplies,2602.56,,621.9744,
2849,CA-2020-157854,8/4/2020,Standard Class,DM-13345,Denise Monton,Corporate,Roswell,Georgia,South,OFF-BI-10001359,Office Supplies,2704.97,,1264.7559,
2848,CA-2020-157854,8/4/2020,Standard Class,DM-13345,Denise Monton,Corporate,Roswell,Georgia,South,FUR-FU-10003832,Furniture,126.28,,15.7584,
3988,CA-2020-112333,8/4/2020,Standard Class,KF-16285,Karen Ferguson,Home Office,Plainfield,New Jersey,East,OFF-AP-10001962,Office Supplies,142.95,,10.4875,
8476,CA-2020-169404,9/4/2020,Standard Class,NC-18625,Noah Childs,Corporate,York,Pennsylvania,East,OFF-PA-10001033,Office Supplies,115.584,,23.7742,
968,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-PA-10001281,Office Supplies,211.6,,91.968,
1284,CA-2020-122154,9/4/2020,First Class,SA-20830,Sue Ann Reed,Consumer,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,266.64,,88.074,
4418,CA-2020-112900,9/4/2020,Second Class,KL-16645,Ken Lonsdale,Consumer,Detroit,Michigan,Central,OFF-BI-10002867,Office Supplies,493.24,,219.9904,
970,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-ST-10001097,Office Supplies,520.81,,0,
1283,CA-2020-122154,9/4/2020,First Class,SA-20830,Sue Ann Reed,Consumer,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,87.43,,-13.363,
965,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-LA-10004055,Office Supplies,127.82,,4.8118,
969,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-LA-10001613,Office Supplies,96.64,,4.2336,
1282,CA-2020-122154,9/4/2020,First Class,SA-20830,Sue Ann Reed,Consumer,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,126.12,,4.914,
967,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-PA-10004621,Office Supplies,144.96,,6.2208,
966,CA-2020-135279,9/4/2020,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,East,OFF-AR-10004344,Office Supplies,132.97,,9.7119,
8475,CA-2020-169404,9/4/2020,Standard Class,NC-18625,Noah Childs,Corporate,York,Pennsylvania,East,OFF-BI-10004492,Office Supplies,160.896,,-29.0536,
6379,CA-2020-150623,10/4/2020,Standard Class,DB-13360,Dennis Bolton,Home Office,Waterbury,Connecticut,East,TEC-AC-10004571,Technology,120.99,,41.9958,
3504,CA-2020-125115,10/4/2020,Same Day,RD-19930,Russell D'Ascenzo,Consumer,Austin,Texas,Central,TEC-AC-10001714,Technology,126.736,,20.3439,
7424,CA-2020-135069,10/4/2020,Standard Class,BS-11755,Bruce Stewart,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10000026,Office Supplies,240.104,,21.9492,
6380,CA-2020-150623,10/4/2020,Standard Class,DB-13360,Dennis Bolton,Home Office,Waterbury,Connecticut,East,OFF-ST-10003692,Office Supplies,335.15,,71.5375,
859,CA-2020-161984,10/4/2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-PA-10004569,Office Supplies,96.61,,3.5767,
5789,CA-2020-115070,10/4/2020,Second Class,MG-18205,Mitch Gastineau,Corporate,Jacksonville,Florida,South,FUR-FU-10003829,Furniture,95.32,,1.848,
860,CA-2020-161984,10/4/2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,106.16,,3.58,
5790,CA-2020-115070,10/4/2020,Second Class,MG-18205,Mitch Gastineau,Corporate,Jacksonville,Florida,South,OFF-BI-10003712,Office Supplies,97.419,,-3.0933,
3503,CA-2020-125115,10/4/2020,Same Day,RD-19930,Russell D'Ascenzo,Consumer,Austin,Texas,Central,OFF-PA-10004101,Office Supplies,118.368,,3.6288,
7425,CA-2020-135069,10/4/2020,Standard Class,BS-11755,Bruce Stewart,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003878,Furniture,133.672,,6.4176,
2001,CA-2020-166128,11/4/2020,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,West,TEC-AC-10001767,Technology,225.95,,21.9945,
8319,CA-2020-130904,11/4/2020,Standard Class,HM-14980,Henry MacAllister,Consumer,Burlington,North Carolina,South,OFF-AR-10000127,Office Supplies,97.992,,2.3616,
8318,CA-2020-130904,11/4/2020,Standard Class,HM-14980,Henry MacAllister,Consumer,Burlington,North Carolina,South,OFF-AR-10000422,Office Supplies,108.752,,0.1533,
4352,US-2020-100482,11/4/2020,Standard Class,JL-15130,Jack Lebron,Consumer,Lancaster,Ohio,East,TEC-AC-10003441,Technology,115.12,,-4.746,
4351,US-2020-100482,11/4/2020,Standard Class,JL-15130,Jack Lebron,Consumer,Lancaster,Ohio,East,OFF-ST-10001325,Office Supplies,92.768,,1.4672,
2005,US-2020-143028,11/4/2020,Standard Class,SC-20050,Sample Company A,Home Office,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,142.364,,-17.046,
2002,CA-2020-166128,11/4/2020,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,West,OFF-AR-10001221,Office Supplies,145.86,,14.2324,
1440,CA-2020-122735,12/4/2020,Second Class,BD-11320,Bill Donatelli,Consumer,Providence,Rhode Island,East,OFF-BI-10004364,Office Supplies,145.7,,13.365,
1441,CA-2020-122735,12/4/2020,Second Class,BD-11320,Bill Donatelli,Consumer,Providence,Rhode Island,East,OFF-PA-10001712,Office Supplies,160.96,,17.982,
8340,CA-2020-135076,4/13/2020,Standard Class,YS-21880,Yana Sorensen,Corporate,Hesperia,California,West,FUR-CH-10003774,Furniture,456.704,,-38.2116,
2120,CA-2020-155460,4/13/2020,First Class,RW-19630,Rob Williams,Corporate,Seattle,Washington,West,OFF-BI-10003091,Office Supplies,925.92,,302.373,
2119,CA-2020-155460,4/13/2020,First Class,RW-19630,Rob Williams,Corporate,Seattle,Washington,West,OFF-PA-10002479,Office Supplies,103.28,,2.376,
9405,CA-2020-141663,4/13/2020,Standard Class,DP-13105,Dave Poirier,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,99.92,,1.683,
931,CA-2020-144932,4/14/2020,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-AR-10001468,Office Supplies,121.856,,21.3408,
5361,US-2020-126060,4/14/2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,Fayetteville,North Carolina,South,FUR-BO-10003433,Furniture,210.272,,-32.2192,
3101,CA-2020-131233,4/14/2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,280.352,,9.0882,
2663,CA-2020-159604,4/14/2020,First Class,CL-12700,Craig Leslie,Home Office,Springfield,Missouri,Central,OFF-BI-10003460,Office Supplies,96.76,,4.2048,
930,CA-2020-144932,4/14/2020,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-AR-10003560,Office Supplies,95.592,,2.5536,
3100,CA-2020-131233,4/14/2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,New York City,New York,East,OFF-BI-10000829,Office Supplies,110.776,,3.5022,
932,CA-2020-144932,4/14/2020,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-PA-10004971,Office Supplies,117.872,,5.0286,
5646,CA-2020-127117,4/14/2020,Standard Class,HM-14860,Harry Marie,Corporate,Morristown,New Jersey,East,FUR-FU-10004018,Furniture,166.45,,20.1015,
5218,CA-2020-134635,4/15/2020,Second Class,NS-18640,Noel Staavos,Corporate,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,100.14,,36.4044,
1867,CA-2020-118857,4/15/2020,First Class,AH-10075,Adam Hart,Corporate,Henderson,Nevada,West,FUR-FU-10004460,Furniture,225.45,,70.722,
309,CA-2020-126774,4/15/2020,First Class,SH-20395,Shahid Hopkins,Consumer,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,98.89,,2.0049,
7369,CA-2020-161851,4/15/2020,First Class,BP-11095,Bart Pistole,Corporate,Miami,Florida,South,OFF-BI-10004654,Office Supplies,107.57,,-11.937,
5953,US-2020-141698,4/15/2020,Standard Class,SD-20485,Shirley Daniels,Home Office,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,97.736,,7.2576,
